@relation 

@attribute id_fa string
@attribute filename_fa string

@data
68124,FA483.txt
1114260,FA484.txt
1460745,FA485.txt
14100189,FA486.txt
13033428,FA487.txt
9370783,FA488.txt
21222169,FA489.txt
10647009,FA490.txt
1578711,FA491.txt
494604,FA492.txt
1883147,FA493.txt
30046818,FA494.txt
23599153,FA495.txt
25492382,FA496.txt
8798565,FA497.txt
28988325,FA498.txt
420806,FA499.txt
1030991,FA500.txt
30790364,FA501.txt
3827673,FA502.txt
22044676,FA503.txt
235869,FA504.txt
9629447,FA505.txt
13229615,FA506.txt
5821382,FA507.txt
7037217,FA508.txt
9570013,FA509.txt
31311332,FA510.txt
16870091,FA511.txt
2501571,FA512.txt
156093,FA513.txt
214138,FA514.txt
108257,FA515.txt
8571244,FA516.txt
12318738,FA517.txt
4429395,FA518.txt
2263372,FA519.txt
600235,FA520.txt
1786465,FA521.txt
340594,FA522.txt
849508,FA523.txt
1995678,FA524.txt
3574763,FA525.txt
20230427,FA526.txt
20435003,FA527.txt
11922183,FA528.txt
23854860,FA529.txt
25790839,FA530.txt
2895481,FA531.txt
21694,FA532.txt
347713,FA533.txt
645986,FA534.txt
321589,FA535.txt
4674854,FA536.txt
13713910,FA537.txt
201634,FA538.txt
2628653,FA539.txt
12156744,FA540.txt
6641,FA541.txt
294791,FA542.txt
19876261,FA543.txt
21555418,FA544.txt
11386552,FA545.txt
2259075,FA546.txt
11054827,FA547.txt
1145261,FA548.txt
18964725,FA549.txt
2468451,FA550.txt
4474012,FA551.txt
5126782,FA552.txt
10372772,FA553.txt
3318766,FA554.txt
8317175,FA555.txt
770930,FA556.txt
21618765,FA557.txt
33684,FA558.txt
804238,FA559.txt
1984414,FA560.txt
8813244,FA561.txt
18247304,FA562.txt
4035351,FA563.txt
5973563,FA564.txt
1649786,FA565.txt
1130636,FA566.txt
2461592,FA567.txt
16321,FA568.txt
19318504,FA569.txt
13780863,FA570.txt
4458016,FA571.txt
64277,FA572.txt
10552268,FA573.txt
10805003,FA574.txt
485616,FA575.txt
153654,FA576.txt
7886,FA577.txt
6542979,FA578.txt
26692901,FA579.txt
26202569,FA580.txt
772445,FA581.txt
5830793,FA582.txt
23387941,FA583.txt
46531,FA584.txt
11740189,FA585.txt
330509,FA586.txt
25481830,FA587.txt
879180,FA588.txt
5786141,FA589.txt
14964749,FA590.txt
871274,FA591.txt
124024,FA592.txt
25618464,FA593.txt
2781381,FA594.txt
173757,FA595.txt
2078240,FA596.txt
382160,FA597.txt
3748536,FA598.txt
16671445,FA599.txt
17200436,FA600.txt
29898516,FA601.txt
5591878,FA602.txt
23892976,FA603.txt
1219272,FA604.txt
17181039,FA605.txt
5625920,FA606.txt
8980330,FA607.txt
307541,FA608.txt
690256,FA609.txt
27662385,FA610.txt
13473216,FA611.txt
3681919,FA612.txt
3325911,FA613.txt
5676092,FA614.txt
26194781,FA615.txt
903204,FA616.txt
157760,FA617.txt
1709110,FA618.txt
3348754,FA619.txt
18244580,FA620.txt
56106,FA621.txt
11398873,FA622.txt
335329,FA623.txt
771734,FA624.txt
155452,FA625.txt
4370165,FA626.txt
15759425,FA627.txt
514342,FA628.txt
15872298,FA629.txt
7095356,FA630.txt
1912979,FA631.txt
24851421,FA632.txt
26748378,FA633.txt
2368408,FA634.txt
406910,FA635.txt
21188279,FA636.txt
15873223,FA637.txt
2594,FA638.txt
2475809,FA639.txt
1759525,FA640.txt
22869155,FA641.txt
2082508,FA642.txt
5377758,FA643.txt
7273610,FA644.txt
8356900,FA645.txt
3427182,FA646.txt
236491,FA647.txt
27501457,FA648.txt
990298,FA649.txt
3868493,FA650.txt
30978,FA651.txt
12790259,FA652.txt
8288847,FA653.txt
17364091,FA654.txt
4604619,FA655.txt
28474931,FA656.txt
7783929,FA657.txt
5507738,FA658.txt
21620350,FA659.txt
2872945,FA660.txt
20082845,FA661.txt
269055,FA662.txt
22473609,FA663.txt
22311258,FA664.txt
21241080,FA665.txt
9623056,FA666.txt
27194310,FA667.txt
266760,FA668.txt
5798027,FA669.txt
27129223,FA670.txt
5032135,FA671.txt
4572,FA672.txt
24977255,FA673.txt
2918763,FA674.txt
983374,FA675.txt
2447,FA676.txt
4871116,FA677.txt
3934423,FA678.txt
17658836,FA679.txt
12561554,FA680.txt
20868375,FA681.txt
12700172,FA682.txt
1145173,FA683.txt
12980499,FA684.txt
4367748,FA685.txt
11534140,FA686.txt
21453,FA687.txt
1322030,FA688.txt
635885,FA689.txt
30179664,FA690.txt
4821821,FA691.txt
1650967,FA692.txt
843918,FA693.txt
25211688,FA694.txt
136513,FA695.txt
5382033,FA696.txt
620602,FA697.txt
1785360,FA698.txt
3719990,FA699.txt
3131986,FA700.txt
24642898,FA701.txt
1070016,FA702.txt
8791682,FA703.txt
28959722,FA704.txt
25432,FA705.txt
2928537,FA706.txt
81114,FA707.txt
24483991,FA708.txt
1577869,FA709.txt
21161870,FA710.txt
31172621,FA711.txt
50239,FA712.txt
26963215,FA713.txt
26269204,FA714.txt
417858,FA715.txt
23739321,FA716.txt
3145228,FA717.txt
5224295,FA718.txt
22316661,FA719.txt
194961,FA720.txt
27340231,FA721.txt
944325,FA722.txt
25394893,FA723.txt
24257148,FA724.txt
16217,FA725.txt
15713038,FA726.txt
1863125,FA727.txt
1149616,FA728.txt
5185845,FA729.txt
32556749,FA730.txt
3116145,FA731.txt
23832548,FA732.txt
773163,FA733.txt
145326,FA734.txt
8185810,FA735.txt
23652649,FA736.txt
211583,FA737.txt
13795040,FA738.txt
1550846,FA739.txt
18013066,FA740.txt
256369,FA741.txt
380840,FA742.txt
18000809,FA743.txt
1600858,FA744.txt
7026390,FA745.txt
657361,FA746.txt
56483,FA747.txt
27673819,FA748.txt
335375,FA749.txt
5724586,FA750.txt
2095762,FA751.txt
98361,FA752.txt
13936155,FA753.txt
18323590,FA754.txt
8093002,FA755.txt
417262,FA756.txt
1418499,FA757.txt
242464,FA758.txt
212187,FA759.txt
6073662,FA760.txt
184334,FA761.txt
6208087,FA762.txt
420350,FA763.txt
996468,FA764.txt
2912113,FA765.txt
450590,FA766.txt
31184617,FA767.txt
19019017,FA768.txt
1017772,FA769.txt
357926,FA770.txt
1326400,FA771.txt
27058,FA772.txt
1531079,FA773.txt
1191246,FA774.txt
17795419,FA775.txt
19043420,FA776.txt
373394,FA777.txt
10865795,FA778.txt
31089890,FA779.txt
449744,FA780.txt
962768,FA781.txt
12010092,FA782.txt
81141,FA783.txt
68925,FA784.txt
380781,FA785.txt
66331,FA786.txt
16797147,FA787.txt
21543991,FA788.txt
11171415,FA789.txt
17732130,FA790.txt
14308,FA791.txt
20589526,FA792.txt
2206695,FA793.txt
229073,FA794.txt
9940954,FA795.txt
8995535,FA796.txt
5305589,FA797.txt
28406134,FA798.txt
15223273,FA799.txt
3941930,FA800.txt
3759332,FA801.txt
25934433,FA802.txt
858073,FA803.txt
7623895,FA804.txt
5593554,FA805.txt
1631760,FA806.txt
3342527,FA807.txt
322738,FA808.txt
15261007,FA809.txt
2970005,FA810.txt
1026683,FA811.txt
40415,FA812.txt
32263093,FA813.txt
2196917,FA814.txt
331363,FA815.txt
47878,FA816.txt
1549570,FA817.txt
11060559,FA818.txt
24455427,FA819.txt
273538,FA820.txt
1913944,FA821.txt
17379721,FA822.txt
3818724,FA823.txt
20815763,FA824.txt
2096956,FA825.txt
6921644,FA826.txt
733555,FA827.txt
26192771,FA828.txt
16678869,FA829.txt
29477464,FA830.txt
10036646,FA831.txt
31330645,FA832.txt
11921960,FA833.txt
5408681,FA834.txt
28497081,FA835.txt
1460205,FA836.txt
239035,FA837.txt
3676479,FA838.txt
5200526,FA839.txt
24272326,FA840.txt
19968197,FA841.txt
15295,FA842.txt
29652381,FA843.txt
176659,FA844.txt
26278373,FA845.txt
22446505,FA846.txt
14116414,FA847.txt
23681718,FA848.txt
187994,FA849.txt
29330627,FA850.txt
27548871,FA851.txt
1449448,FA852.txt
626713,FA853.txt
1141714,FA854.txt
6420095,FA855.txt
18959138,FA856.txt
505664,FA857.txt
1210466,FA858.txt
3257985,FA859.txt
10858229,FA860.txt
16757035,FA861.txt
24101846,FA862.txt
7912027,FA863.txt
11418948,FA864.txt
2821161,FA865.txt
27008752,FA866.txt
28277132,FA867.txt
2273091,FA868.txt
27827075,FA869.txt
352795,FA870.txt
24063579,FA871.txt
3836721,FA872.txt
23551754,FA873.txt
2120802,FA874.txt
11189811,FA875.txt
2177920,FA876.txt
867243,FA877.txt
13666,FA878.txt
2462081,FA879.txt
8848391,FA880.txt
3699130,FA881.txt
29036701,FA882.txt
26904078,FA883.txt
2482107,FA884.txt
16029268,FA885.txt
7484943,FA886.txt
15982010,FA887.txt
640406,FA888.txt
5453780,FA889.txt
1594680,FA890.txt
231333,FA891.txt
21792657,FA892.txt
30803939,FA893.txt
14938293,FA894.txt
11903129,FA895.txt
43782,FA896.txt
15907975,FA897.txt
18469573,FA898.txt
287779,FA899.txt
1672965,FA900.txt
230325,FA901.txt
18197946,FA902.txt
21446412,FA903.txt
23326311,FA904.txt
18902969,FA905.txt
28549124,FA906.txt
869673,FA907.txt
28043770,FA908.txt
398165,FA909.txt
28300000,FA910.txt
4722290,FA911.txt
637133,FA912.txt
3119257,FA913.txt
23347,FA914.txt
1371577,FA915.txt
2528069,FA916.txt
19190153,FA917.txt
387155,FA918.txt
20670702,FA919.txt
407971,FA920.txt
27878889,FA921.txt
22228064,FA922.txt
16549198,FA923.txt
2547448,FA924.txt
10614174,FA925.txt
3347834,FA926.txt
151232,FA927.txt
2395137,FA928.txt
2340343,FA929.txt
2989886,FA930.txt
19916686,FA931.txt
26354173,FA932.txt
26230561,FA933.txt
12035705,FA934.txt
9974,FA935.txt
5408919,FA936.txt
28426,FA937.txt
2614887,FA938.txt
15777,FA939.txt
383395,FA940.txt
5653238,FA941.txt
1822767,FA942.txt
95374,FA943.txt
14445344,FA944.txt
18456928,FA945.txt
30729877,FA946.txt
23222436,FA947.txt
25855849,FA948.txt
3183713,FA949.txt
1309105,FA950.txt
472997,FA951.txt
25001026,FA952.txt
9974682,FA953.txt
28232071,FA954.txt
8487210,FA955.txt
2003583,FA956.txt
8171787,FA957.txt
3317970,FA958.txt
7981475,FA959.txt
6966587,FA960.txt
26878421,FA961.txt
22203737,FA962.txt
23323083,FA963.txt
4131659,FA964.txt
12353014,FA965.txt
13781156,FA966.txt
31785065,FA967.txt
31275,FA968.txt
7042983,FA969.txt
12174485,FA970.txt
26736718,FA971.txt
21845408,FA972.txt
4283435,FA973.txt
8230133,FA974.txt
43667,FA975.txt
349025,FA976.txt
24875508,FA977.txt
25236941,FA978.txt
14435745,FA979.txt
406829,FA980.txt
1651932,FA981.txt
3775023,FA982.txt
22282899,FA983.txt
25420409,FA984.txt
3853367,FA985.txt
673353,FA986.txt
5513252,FA987.txt
3072361,FA988.txt
148069,FA989.txt
984106,FA990.txt
497564,FA991.txt
14317,FA992.txt
11940235,FA993.txt
12894849,FA994.txt
1594608,FA995.txt
17860,FA996.txt
2180278,FA997.txt
773871,FA998.txt
220160,FA999.txt
