@relation 

@attribute id_fa string
@attribute filename_fa string

@data
21077940,FA0.txt
6792545,FA1.txt
2390724,FA2.txt
417121,FA3.txt
25865783,FA4.txt
5163,FA5.txt
4268085,FA6.txt
2468174,FA7.txt
28252031,FA8.txt
1961670,FA9.txt
20101350,FA10.txt
13963289,FA11.txt
438524,FA12.txt
221377,FA13.txt
25650869,FA14.txt
423676,FA15.txt
274959,FA16.txt
4804980,FA17.txt
25566062,FA18.txt
306609,FA19.txt
914208,FA20.txt
16864642,FA21.txt
8538165,FA22.txt
16806911,FA23.txt
7245493,FA24.txt
892876,FA25.txt
27057199,FA26.txt
27361036,FA27.txt
26397936,FA28.txt
4747338,FA29.txt
8485944,FA30.txt
1001643,FA31.txt
24795582,FA32.txt
4314793,FA33.txt
1020882,FA34.txt
1589348,FA35.txt
1514072,FA36.txt
284899,FA37.txt
21739989,FA38.txt
5441429,FA39.txt
8429933,FA40.txt
8981107,FA41.txt
17064508,FA42.txt
30643087,FA43.txt
1804882,FA44.txt
1788366,FA45.txt
284384,FA46.txt
325393,FA47.txt
1022518,FA48.txt
25775809,FA49.txt
326268,FA50.txt
31101372,FA51.txt
271149,FA52.txt
31693888,FA53.txt
25957442,FA54.txt
6829524,FA55.txt
5143286,FA56.txt
25060109,FA57.txt
26742057,FA58.txt
27441,FA59.txt
25790729,FA60.txt
1566276,FA61.txt
23582006,FA62.txt
25832,FA63.txt
23825243,FA64.txt
17415891,FA65.txt
205787,FA66.txt
180532,FA67.txt
25558793,FA68.txt
988994,FA69.txt
249291,FA70.txt
1191343,FA71.txt
52840,FA72.txt
34422,FA73.txt
26162501,FA74.txt
12622776,FA75.txt
2484867,FA76.txt
26355611,FA77.txt
1222129,FA78.txt
1931027,FA79.txt
840581,FA80.txt
5980805,FA81.txt
2679635,FA82.txt
18974659,FA83.txt
1196497,FA84.txt
3032611,FA85.txt
21458414,FA86.txt
4778050,FA87.txt
22353921,FA88.txt
10235561,FA89.txt
20709,FA90.txt
6791386,FA91.txt
16344497,FA92.txt
13238914,FA93.txt
421647,FA94.txt
1720451,FA95.txt
307312,FA96.txt
2839841,FA97.txt
7071462,FA98.txt
8631314,FA99.txt
712215,FA100.txt
6397601,FA101.txt
9262745,FA102.txt
21220861,FA103.txt
22016157,FA104.txt
23772078,FA105.txt
6557200,FA106.txt
331074,FA107.txt
2262983,FA108.txt
16283233,FA109.txt
23914088,FA110.txt
30662771,FA111.txt
7861666,FA112.txt
1564918,FA113.txt
25708159,FA114.txt
14701420,FA115.txt
23182401,FA116.txt
2658308,FA117.txt
18670284,FA118.txt
10142121,FA119.txt
30388111,FA120.txt
26909817,FA121.txt
26715,FA122.txt
6841099,FA123.txt
31713550,FA124.txt
344374,FA125.txt
1889422,FA126.txt
31290688,FA127.txt
1342460,FA128.txt
22486367,FA129.txt
28127727,FA130.txt
22819957,FA131.txt
18652519,FA132.txt
22416888,FA133.txt
8760105,FA134.txt
25123628,FA135.txt
21527677,FA136.txt
22867588,FA137.txt
30830414,FA138.txt
3046529,FA139.txt
1738047,FA140.txt
10739738,FA141.txt
654818,FA142.txt
1493672,FA143.txt
7368762,FA144.txt
30757090,FA145.txt
26808,FA146.txt
5282846,FA147.txt
426865,FA148.txt
8596963,FA149.txt
486195,FA150.txt
1191676,FA151.txt
25821,FA152.txt
3318765,FA153.txt
46928,FA154.txt
26304346,FA155.txt
2965504,FA156.txt
12123161,FA157.txt
19301878,FA158.txt
19122794,FA159.txt
2187766,FA160.txt
26542868,FA161.txt
747903,FA162.txt
21970352,FA163.txt
3079824,FA164.txt
1583,FA165.txt
7776984,FA166.txt
26178848,FA167.txt
20679814,FA168.txt
2068555,FA169.txt
836172,FA170.txt
771137,FA171.txt
32327496,FA172.txt
10467648,FA173.txt
232711,FA174.txt
507859,FA175.txt
2094345,FA176.txt
30115354,FA177.txt
10077941,FA178.txt
424150,FA179.txt
22705,FA180.txt
153661,FA181.txt
4510981,FA182.txt
27348201,FA183.txt
1872502,FA184.txt
17180190,FA185.txt
306355,FA186.txt
4706581,FA187.txt
2681522,FA188.txt
21902856,FA189.txt
28146264,FA190.txt
28739488,FA191.txt
82780,FA192.txt
433310,FA193.txt
25758,FA194.txt
4610217,FA195.txt
28349303,FA196.txt
4179609,FA197.txt
29803631,FA198.txt
26108834,FA199.txt
8599,FA200.txt
981603,FA201.txt
12786687,FA202.txt
849186,FA203.txt
1737474,FA204.txt
3457,FA205.txt
11481373,FA206.txt
17020080,FA207.txt
24062034,FA208.txt
466928,FA209.txt
8188604,FA210.txt
878666,FA211.txt
984233,FA212.txt
304587,FA213.txt
11093656,FA214.txt
9934530,FA215.txt
705620,FA216.txt
14898345,FA217.txt
11973439,FA218.txt
15999251,FA219.txt
1540309,FA220.txt
4726,FA221.txt
6979409,FA222.txt
56978,FA223.txt
8394324,FA224.txt
539584,FA225.txt
2822968,FA226.txt
9888352,FA227.txt
30205552,FA228.txt
3668827,FA229.txt
24479124,FA230.txt
12532547,FA231.txt
184830,FA232.txt
151575,FA233.txt
3118141,FA234.txt
21231,FA235.txt
15632813,FA236.txt
1406496,FA237.txt
9251269,FA238.txt
21437322,FA239.txt
28173518,FA240.txt
7703414,FA241.txt
12889326,FA242.txt
28736,FA243.txt
63520,FA244.txt
8299952,FA245.txt
4456951,FA246.txt
759223,FA247.txt
28433276,FA248.txt
1199133,FA249.txt
484793,FA250.txt
32447292,FA251.txt
6790647,FA252.txt
194557,FA253.txt
167805,FA254.txt
22819299,FA255.txt
542835,FA256.txt
430042,FA257.txt
286046,FA258.txt
51170,FA259.txt
98012,FA260.txt
304041,FA261.txt
100511,FA262.txt
16363784,FA263.txt
6103136,FA264.txt
235972,FA265.txt
20529744,FA266.txt
17704303,FA267.txt
10071575,FA268.txt
23615827,FA269.txt
18600991,FA270.txt
1868715,FA271.txt
20297793,FA272.txt
31968743,FA273.txt
5517313,FA274.txt
29421272,FA275.txt
21496150,FA276.txt
595799,FA277.txt
834490,FA278.txt
12841891,FA279.txt
29181635,FA280.txt
11414968,FA281.txt
30655964,FA282.txt
19773328,FA283.txt
211641,FA284.txt
2973907,FA285.txt
349496,FA286.txt
183580,FA287.txt
7847834,FA288.txt
24022238,FA289.txt
2998715,FA290.txt
17249487,FA291.txt
12599529,FA292.txt
21618145,FA293.txt
261637,FA294.txt
488743,FA295.txt
218947,FA296.txt
776049,FA297.txt
474908,FA298.txt
3666167,FA299.txt
4215367,FA300.txt
1939621,FA301.txt
204679,FA302.txt
10453757,FA303.txt
573888,FA304.txt
1758494,FA305.txt
233369,FA306.txt
10106136,FA307.txt
2604677,FA308.txt
5043085,FA309.txt
9022019,FA310.txt
18638970,FA311.txt
6237735,FA312.txt
19394186,FA313.txt
53427,FA314.txt
72016,FA315.txt
1866658,FA316.txt
7682030,FA317.txt
1296564,FA318.txt
11824995,FA319.txt
30833250,FA320.txt
9367655,FA321.txt
475758,FA322.txt
22651379,FA323.txt
30526537,FA324.txt
5397107,FA325.txt
2288523,FA326.txt
26904140,FA327.txt
27488090,FA328.txt
4503283,FA329.txt
24328334,FA330.txt
88528,FA331.txt
7405093,FA332.txt
23294664,FA333.txt
1448670,FA334.txt
10375779,FA335.txt
25096983,FA336.txt
1063701,FA337.txt
22327131,FA338.txt
21958341,FA339.txt
10802,FA340.txt
2929017,FA341.txt
5016250,FA342.txt
147965,FA343.txt
1308988,FA344.txt
26479916,FA345.txt
8101256,FA346.txt
241070,FA347.txt
2464091,FA348.txt
7219445,FA349.txt
18842230,FA350.txt
1822925,FA351.txt
30442244,FA352.txt
3747,FA353.txt
1917635,FA354.txt
594504,FA355.txt
80802,FA356.txt
9976414,FA357.txt
6245560,FA358.txt
14449116,FA359.txt
25161703,FA360.txt
27608080,FA361.txt
2190010,FA362.txt
31760616,FA363.txt
11927837,FA364.txt
10023281,FA365.txt
23805906,FA366.txt
10255135,FA367.txt
28582793,FA368.txt
865557,FA369.txt
21430675,FA370.txt
7675411,FA371.txt
1490353,FA372.txt
28283124,FA373.txt
1793336,FA374.txt
29012527,FA375.txt
30536757,FA376.txt
26319165,FA377.txt
437756,FA378.txt
20591442,FA379.txt
5464960,FA380.txt
3631268,FA381.txt
15155,FA382.txt
306380,FA383.txt
2326001,FA384.txt
246673,FA385.txt
25788953,FA386.txt
2036104,FA387.txt
8170508,FA388.txt
483130,FA389.txt
19947746,FA390.txt
265554,FA391.txt
4142447,FA392.txt
216743,FA393.txt
40673,FA394.txt
9781981,FA395.txt
24302334,FA396.txt
451203,FA397.txt
5312,FA398.txt
2508048,FA399.txt
1305157,FA400.txt
12037553,FA401.txt
237782,FA402.txt
24891869,FA403.txt
2571780,FA404.txt
12640874,FA405.txt
21937,FA406.txt
716526,FA407.txt
1181487,FA408.txt
5746718,FA409.txt
1816875,FA410.txt
3016271,FA411.txt
27582537,FA412.txt
26227119,FA413.txt
3575929,FA414.txt
158049,FA415.txt
9549,FA416.txt
230916,FA417.txt
8320606,FA418.txt
11121574,FA419.txt
26830570,FA420.txt
8082,FA421.txt
3996979,FA422.txt
226711,FA423.txt
569820,FA424.txt
4202372,FA425.txt
6054095,FA426.txt
78160,FA427.txt
31801650,FA428.txt
23844274,FA429.txt
11503349,FA430.txt
614971,FA431.txt
384537,FA432.txt
5826391,FA433.txt
22450244,FA434.txt
27131429,FA435.txt
12461683,FA436.txt
475752,FA437.txt
15398727,FA438.txt
29166058,FA439.txt
5799492,FA440.txt
181438,FA441.txt
18078507,FA442.txt
15614936,FA443.txt
559329,FA444.txt
16161691,FA445.txt
17376373,FA446.txt
5574594,FA447.txt
211899,FA448.txt
6490348,FA449.txt
11304225,FA450.txt
638452,FA451.txt
15252,FA452.txt
2055366,FA453.txt
48648,FA454.txt
8033692,FA455.txt
318600,FA456.txt
2027955,FA457.txt
10690215,FA458.txt
157987,FA459.txt
18435348,FA460.txt
14349067,FA461.txt
31737085,FA462.txt
8521528,FA463.txt
21387499,FA464.txt
88750,FA465.txt
27918,FA466.txt
27306492,FA467.txt
819619,FA468.txt
20759201,FA469.txt
4312,FA470.txt
1041657,FA471.txt
12530900,FA472.txt
6677793,FA473.txt
46865,FA474.txt
25662,FA475.txt
1949083,FA476.txt
3002912,FA477.txt
314605,FA478.txt
5943273,FA479.txt
27937906,FA480.txt
293855,FA481.txt
14234148,FA482.txt
