@relation 

@attribute id_nf string
@attribute filename_nf string

@data
31172122,NF535.txt
120366,NF536.txt
17686198,NF537.txt
15085278,NF538.txt
20553284,NF539.txt
27092123,NF540.txt
32655904,NF541.txt
20927709,NF542.txt
353041,NF543.txt
452461,NF544.txt
9462356,NF545.txt
25423883,NF546.txt
29390367,NF547.txt
4002063,NF548.txt
2781170,NF549.txt
13456630,NF550.txt
856879,NF551.txt
20345749,NF552.txt
32235685,NF553.txt
8065823,NF554.txt
131622,NF555.txt
13077772,NF556.txt
4215075,NF557.txt
16332622,NF558.txt
32228157,NF559.txt
10296282,NF560.txt
4356213,NF561.txt
5124674,NF562.txt
8233596,NF563.txt
295050,NF564.txt
31147803,NF565.txt
9615549,NF566.txt
49813,NF567.txt
27623710,NF568.txt
9802916,NF569.txt
5277191,NF570.txt
43618,NF571.txt
31965764,NF572.txt
27946433,NF573.txt
31031702,NF574.txt
8772122,NF575.txt
30228632,NF576.txt
14556494,NF577.txt
10593519,NF578.txt
6329424,NF579.txt
25641847,NF580.txt
8868398,NF581.txt
9690714,NF582.txt
474605,NF583.txt
29248056,NF584.txt
25126375,NF585.txt
5342312,NF586.txt
9020628,NF587.txt
14267363,NF588.txt
24179403,NF589.txt
3096151,NF590.txt
3305261,NF591.txt
1346987,NF592.txt
6744555,NF593.txt
18517501,NF594.txt
11826381,NF595.txt
13889906,NF596.txt
10667702,NF597.txt
15950406,NF598.txt
18245237,NF599.txt
20029874,NF600.txt
169494,NF601.txt
30007715,NF602.txt
10111777,NF603.txt
5088947,NF604.txt
24878863,NF605.txt
7282127,NF606.txt
8029325,NF607.txt
2624255,NF608.txt
9578624,NF609.txt
3047107,NF610.txt
22522626,NF611.txt
8520719,NF612.txt
20453649,NF613.txt
29724707,NF614.txt
1732451,NF615.txt
557997,NF616.txt
1651195,NF617.txt
2908386,NF618.txt
28409119,NF619.txt
20934681,NF620.txt
29006327,NF621.txt
7003009,NF622.txt
19152227,NF623.txt
8457926,NF624.txt
18539100,NF625.txt
13232913,NF626.txt
15270565,NF627.txt
4453693,NF628.txt
32174295,NF629.txt
59407,NF630.txt
25517223,NF631.txt
12547733,NF632.txt
2094085,NF633.txt
16953406,NF634.txt
4008436,NF635.txt
18034777,NF636.txt
18027024,NF637.txt
1052932,NF638.txt
29691330,NF639.txt
7802716,NF640.txt
13317908,NF641.txt
6394207,NF642.txt
10696202,NF643.txt
21298962,NF644.txt
30960323,NF645.txt
12452926,NF646.txt
7942894,NF647.txt
21825520,NF648.txt
18093673,NF649.txt
9959750,NF650.txt
32131390,NF651.txt
1247997,NF652.txt
9206791,NF653.txt
9646108,NF654.txt
1687693,NF655.txt
13160722,NF656.txt
30282997,NF657.txt
110993,NF658.txt
12768636,NF659.txt
21994037,NF660.txt
2482303,NF661.txt
25801881,NF662.txt
1017715,NF663.txt
17173433,NF664.txt
5595003,NF665.txt
23695653,NF666.txt
26074950,NF667.txt
1376426,NF668.txt
7700540,NF669.txt
27612450,NF670.txt
8154614,NF671.txt
66637,NF672.txt
15224288,NF673.txt
22990964,NF674.txt
7861065,NF675.txt
21261964,NF676.txt
31894599,NF677.txt
11933889,NF678.txt
1473507,NF679.txt
7031624,NF680.txt
31611634,NF681.txt
29633004,NF682.txt
23964514,NF683.txt
16453786,NF684.txt
22311471,NF685.txt
30018544,NF686.txt
182155,NF687.txt
296188,NF688.txt
2848107,NF689.txt
188119,NF690.txt
21978401,NF691.txt
21613981,NF692.txt
4626001,NF693.txt
19184801,NF694.txt
30926780,NF695.txt
30732754,NF696.txt
771784,NF697.txt
24425898,NF698.txt
10536832,NF699.txt
10847105,NF700.txt
2008215,NF701.txt
21560546,NF702.txt
3036775,NF703.txt
30102753,NF704.txt
4165071,NF705.txt
10735389,NF706.txt
2730502,NF707.txt
4402569,NF708.txt
27594225,NF709.txt
2865756,NF710.txt
23980933,NF711.txt
31080099,NF712.txt
2048670,NF713.txt
8786033,NF714.txt
1323060,NF715.txt
250823,NF716.txt
3849968,NF717.txt
31708466,NF718.txt
14932627,NF719.txt
5916161,NF720.txt
110425,NF721.txt
20746758,NF722.txt
5490746,NF723.txt
7816707,NF724.txt
10665664,NF725.txt
9681069,NF726.txt
9593796,NF727.txt
31783981,NF728.txt
1904655,NF729.txt
3028324,NF730.txt
7761715,NF731.txt
3976392,NF732.txt
20654032,NF733.txt
15315348,NF734.txt
25672504,NF735.txt
12181527,NF736.txt
27065557,NF737.txt
23228364,NF738.txt
25787309,NF739.txt
3157632,NF740.txt
25900248,NF741.txt
6417566,NF742.txt
6561261,NF743.txt
13766509,NF744.txt
1139775,NF745.txt
20796574,NF746.txt
1795619,NF747.txt
13304288,NF748.txt
15610535,NF749.txt
1351879,NF750.txt
1465307,NF751.txt
1647086,NF752.txt
33160167,NF753.txt
4972935,NF754.txt
1276990,NF755.txt
3152159,NF756.txt
20157123,NF757.txt
3916294,NF758.txt
7506755,NF759.txt
20581375,NF760.txt
3464331,NF761.txt
23696299,NF762.txt
142447,NF763.txt
10438252,NF764.txt
2614189,NF765.txt
380922,NF766.txt
3866366,NF767.txt
14687344,NF768.txt
16528444,NF769.txt
2150518,NF770.txt
20086328,NF771.txt
11877504,NF772.txt
32818595,NF773.txt
17437992,NF774.txt
29160713,NF775.txt
20647537,NF776.txt
5618366,NF777.txt
23243880,NF778.txt
21506721,NF779.txt
230271,NF780.txt
7639943,NF781.txt
18622103,NF782.txt
23960566,NF783.txt
2181236,NF784.txt
16555669,NF785.txt
5936007,NF786.txt
1724551,NF787.txt
2016069,NF788.txt
3194560,NF789.txt
876043,NF790.txt
25409942,NF791.txt
23925110,NF792.txt
22000607,NF793.txt
5386304,NF794.txt
2773728,NF795.txt
18618040,NF796.txt
22541805,NF797.txt
163463,NF798.txt
7491251,NF799.txt
20529268,NF800.txt
27296042,NF801.txt
10899858,NF802.txt
29585627,NF803.txt
10536006,NF804.txt
3737168,NF805.txt
5881023,NF806.txt
6092313,NF807.txt
20766780,NF808.txt
24098014,NF809.txt
9995174,NF810.txt
33061630,NF811.txt
15802159,NF812.txt
15026810,NF813.txt
13708343,NF814.txt
31575,NF815.txt
9012447,NF816.txt
15571810,NF817.txt
27390877,NF818.txt
29553004,NF819.txt
6257181,NF820.txt
22018511,NF821.txt
26725360,NF822.txt
8439595,NF823.txt
6750254,NF824.txt
17520484,NF825.txt
4763087,NF826.txt
212631,NF827.txt
23594138,NF828.txt
48900,NF829.txt
12056557,NF830.txt
26185101,NF831.txt
1348660,NF832.txt
21061469,NF833.txt
1600291,NF834.txt
1798626,NF835.txt
4794254,NF836.txt
24917097,NF837.txt
31204068,NF838.txt
30864145,NF839.txt
19276859,NF840.txt
4678008,NF841.txt
24724086,NF842.txt
10293974,NF843.txt
31699935,NF844.txt
29740441,NF845.txt
15116325,NF846.txt
6852002,NF847.txt
27398476,NF848.txt
722696,NF849.txt
17261914,NF850.txt
26896152,NF851.txt
19361498,NF852.txt
27258841,NF853.txt
1720753,NF854.txt
2417340,NF855.txt
977199,NF856.txt
5095185,NF857.txt
32977897,NF858.txt
15291698,NF859.txt
15911981,NF860.txt
1802091,NF861.txt
12636011,NF862.txt
1144291,NF863.txt
17214899,NF864.txt
12814215,NF865.txt
201092,NF866.txt
31539030,NF867.txt
7215196,NF868.txt
30600185,NF869.txt
27602393,NF870.txt
16716135,NF871.txt
15975803,NF872.txt
5981684,NF873.txt
89690,NF874.txt
25566732,NF875.txt
31740920,NF876.txt
30672707,NF877.txt
21459828,NF878.txt
20758043,NF879.txt
6397783,NF880.txt
1404900,NF881.txt
1256715,NF882.txt
21546497,NF883.txt
27446682,NF884.txt
5918589,NF885.txt
32403009,NF886.txt
133438,NF887.txt
4278393,NF888.txt
2795923,NF889.txt
24626180,NF890.txt
27852958,NF891.txt
2684007,NF892.txt
2247173,NF893.txt
6514,NF894.txt
7665862,NF895.txt
8751837,NF896.txt
19810518,NF897.txt
1158851,NF898.txt
1261779,NF899.txt
3955536,NF900.txt
15160597,NF901.txt
2557659,NF902.txt
30823792,NF903.txt
11460540,NF904.txt
6818033,NF905.txt
27947519,NF906.txt
32999815,NF907.txt
15794133,NF908.txt
850395,NF909.txt
8458268,NF910.txt
7221839,NF911.txt
5819059,NF912.txt
1855148,NF913.txt
29230957,NF914.txt
10714528,NF915.txt
5113662,NF916.txt
2044162,NF917.txt
21590816,NF918.txt
26313948,NF919.txt
21731084,NF920.txt
79424,NF921.txt
18717746,NF922.txt
27662754,NF923.txt
16058050,NF924.txt
30271102,NF925.txt
8764285,NF926.txt
15192756,NF927.txt
6132089,NF928.txt
221769,NF929.txt
32498760,NF930.txt
22260437,NF931.txt
4805060,NF932.txt
20903253,NF933.txt
23351797,NF934.txt
101366,NF935.txt
1564188,NF936.txt
27733132,NF937.txt
16489449,NF938.txt
